Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,Debt / Equity Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%),Altman Z-Score,Total Assets,Retained Earnings,Market Cap,Cash & Equivalents,Account Receivable,Inventory,Total Current Asset,Total Current Liabilities,Revenue,Cost of Revenue,Gross Profit,EBIT,Net Income,Total Liabilities,Long Term Liabilities,Shareholders Equity,Interest Expense,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Interest Coverage Ratio,Free Cash Flow,Trend (MA),MA200 Status,Sinyal Teknikal,RSI (14),MACD Line,MACD Signal,Flow 1D,Flow 2D,Flow 3D,Flow 4D,Flow 1W,Flow 1M,Flow 3M,Flow 6M,Flow 1M Raw
MPPA,Consumer Discretionary,Department Stores,39.0,,-14.45,-36.49,-4.4871,4.33,-51140000000.0,-532870000000.0,97770000000.0,0.0715,0.83,0.22,,,-,,,,1.05,3096224000000.0,-2953260000000.0,518669999999.99994,249981000000.0,69538000000.0,1007683000000.0,1646119000000.0,2178990000000.0,7400000000000.0,6150367000000.0,1250000000000.0,46710000000.0,-127490000000.0,3132123000000.0,266000000000.0,-35899000000.0,-117528000000.0,383623000000.0,-112696000000.0,-286881000000.0,0.4,332480000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,35.68,-1.94,-1.66,-4.43 M,-14.44 M,+15.01 M,-10.26 M,-16.39 M,-126.31 M,+55.76 M,+134.27 M,-126309000.0
AALI,Consumer Staples,Farm Products,7975.0,8.6,0.65,,0.08109999999999999,2.88,-866750000000.0,7700000000000.0,1450000000000.0,0.0715,0.16,0.22,458.0,0.0574,MAY & OCT,Semi-Annual,0.042837019999999996,-1.07,4.57,28854423000000.0,19190195000000.0,16070000000000.0,5149236000000.0,766009000000.0,4003072000000.0,10999829000000.0,3300969000000.0,29470000000000.0,24522388000000.0,4940000000000.0,2640000000000.0,1870000000000.0,4248033000000.0,,24606390000000.0,-40687000000.0,3703202000000.0,-866751000000.0,-4166661000000.0,64.95,2840000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,45.44,223.7,313.94,-1.46 B,-1.99 B,-2.21 B,-2.12 B,-1.73 B,-248.26 M,+3.68 B,-3.11 B,-248257500.0
AMRT,Consumer Staples,Grocery Stores,1275.0,15.3,2.82,0.14,0.2003,5.78,-2666950000000.0,753390000000.0,2060000000000.0,0.0715,-0.19,0.22,41.5,0.0326,MAY,Annual,0.10413597000000001,13.13,5.91,42788957000000.0,15512433000000.0,54040000000000.0,4097782000000.0,2865461000000.0,13414040000000.0,21676612000000.0,20923222000000.0,130880000000000.0,101970089000000.0,28910000000000.0,4840000000000.0,3550000000000.0,23630784000000.0,672402000000.0,19158173000000.0,-169874000000.0,8190008000000.0,-5770807000000.0,-2857590000000.0,28.5,5520000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,41.42,-18.3,-18.37,-759.96 M,-533.52 M,-3.07 B,-2.54 B,-2.54 B,-6.79 B,-8.44 B,-57.02 B,-6789429000.0
BUDI,Consumer Staples,Packaged Foods,226.0,6.24,0.58,1.19,0.1002,6.11,-190490000000.0,1100000000000.0,196430000000.0,0.0715,0.14,0.22,7.0,0.031,JUN & NOV,,0.07552074,14.58,1.92,4295324000000.0,730492000000.0,1020000000000.0,299750000000.0,1661836000000.0,720041000000.0,2752588000000.0,1653723000000.0,3940000000000.0,3374088000000.0,561340000000.0,289320000000.0,164150000000.0,2526732000000.0,615000000000.0,1768592000000.0,-165360000000.0,261048000000.0,-121448000000.0,90211000000.0,1.75,70560000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,52.41,1.44,2.24,-246800,+1800,+1800,+1800,+1800,+98.22 M,+124.01 M,+114.13 M,98222000.0
CLEO,Consumer Staples,Beverages - Non-Alcoholic,404.0,23.1,3.86,0.19,0.1894,11.76,-512970000000.0,243090000000.0,225410000000.0,0.0715,-0.31,0.22,2.5,0.0062,JUN,Annual,,18.93,9.69,3508094000000.0,1962866000000.0,9940000000000.0,50518000000.0,173026000000.0,439346000000.0,720875000000.0,477789000000.0,3150000000000.0,1447670000000.0,1700000000000.0,631640000000.0,430100000000.0,933460000000.0,300639000000.0,2574634000000.0,-27832000000.0,556674000000.0,-512432000000.0,-37511000000.0,22.69,43700000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.03,6.45,8.88,-109.45 M,-168.71 M,-272.33 M,-98.98 M,-199.77 M,+559.65 M,+1.33 B,+987.29 M,559651600.0
CMRY,Consumer Staples,Packaged Foods,4520.0,16.01,4.94,0.0,0.3223,12.11,-863640000000.0,2069999999999.9998,218960000000.0,0.0715,0.18,0.22,200.0,0.0443,JUN,Semi-Annual,0.09092082999999997,22.84,14.33,9247647000000.0,3355796000000.0,35390000000000.0,558058000000.0,1181932000000.0,1449908000000.0,4071623000000.0,2005305000000.0,12040000000000.0,6696338000000.0,5340000000000.0,2380000000000.0,2210000000000.0,2084734000000.0,,7162913000000.0,-37000000.0,1917419000000.0,-573194000000.0,-1589641000000.0,64362.62,1050000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,47.07,-45.53,-35.2,+107.33 M,+43.05 M,+485.38 M,+468.74 M,+225.99 M,+644.14 M,+1.45 B,+246.33 M,644138000.0
CPIN,Consumer Staples,Farm Products,3150.0,6.84,1.46,0.28,0.2279,4.74,-1942270000000.0,19400000000000.0,1270000000000.0,0.0715,0.12,0.22,180.0,0.0571,MAY,Annual,0.13762881,15.53,5.97,52380933000000.0,34758309000000.0,51000000000000.0,5368132000000.0,2472710000000.0,17160669000000.0,30932743000000.0,11535786000000.0,77060000000000.0,62051463000000.0,15010000000000.0,10110000000000.0,7450000000000.0,17469626000000.0,4606509000000.0,34911307000000.0,-496651000000.0,5366489000000.0,-2122172000000.0,-1394740000000.0,20.35,3420000000000.0,UPTREND,BELOW MA200,GOLDEN CROSS 🚀,50.72,3.84,7.15,+672.80 M,-158.96 M,+1.22 B,+1.22 B,+1.77 B,-7.02 B,-4.38 B,-33.05 B,-7020761000.0
DSNG,Consumer Staples,Farm Products,1545.0,9.08,1.44,0.28,0.1675,5.02,-1842810000000.0,883720000000.0,1010000000000.0,0.0715,-0.07,0.22,47.0,0.0304,JUN,Annual,0.14537325,21.51,3.62,17814315000000.0,8589383000000.0,17489999999999.998,676925000000.0,361189000000.0,1989475000000.0,3445378000000.0,2561660000000.0,12520000000000.0,8701042000000.0,3820000000000.0,2830000000000.0,1930000000000.0,5682690000000.0,2563586000000.0,12131625000000.0,-333820000000.0,2589835000000.0,-825631000000.0,-1980031000000.0,8.49,747020000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,48.23,53.31,71.0,-438.65 M,-680.66 M,-557.56 M,-123.13 M,-161.51 M,+1.55 B,+4.13 B,-6.39 B,1554465500.0
GGRM,Consumer Staples,Tobacco,17750.0,7.69,0.53,,0.0706,2.73,-1766700000000.0,31120000000000.0,3020000000000.0,0.0715,0.74,0.22,800.0,0.0451,JUL,,0.055216259999999996,-4.66,4.12,77787029000000.0,63022253000000.0,33960000000000.0,8719955000000.0,,31781791000000.0,42896233000000.0,11771357000000.0,86180000000000.0,75007885000000.0,11170000000000.0,6220000000000.0,4420000000000.0,13779285000000.0,,64007744000000.0,-63382000000.0,12227339000000.0,-1317569000000.0,-4562044000000.0,98.09,10460000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,35.8,-493.81,-211.17,+46.61 M,-81.49 M,+612.11 M,+327.13 M,+232.12 M,-410.45 M,+9.52 B,+19.98 B,-410450000.0
HMSP,Consumer Staples,Tobacco,640.0,8.65,2.88,0.01,0.3469,5.92,-475830000000.0,13870000000000.0,1010000000000.0,0.0715,0.51,0.22,56.3,0.08800000000000001,MAY,Annual,0.08512926000000001,3.98,4.24,49897097000000.0,4292360000000.0,75030000000000.0,6605359000000.0,3349687000000.0,22300209000000.0,35102109000000.0,21233410000000.0,49160000000000.0,27579519000000.0,21580000000000.0,10350000000000.0,8680000000000.0,23859991000000.0,,26037106000000.0,-24990000000.0,11105557000000.0,-995421000000.0,-6796573000000.0,414.23,10630000000000.0,DOWNTREND,BELOW MA200,DEATH CROSS 🩸,25.11,-23.28,-11.79,-61.31 M,-129.42 M,-129.42 M,-212.44 M,-467.61 M,-8.70 B,-7.26 B,-6.16 B,-8697512000.0
ICBP,Consumer Staples,Packaged Foods,6700.0,10.73,1.05,0.67,0.1255,6.31,-2330030000000.0,41780000000000.0,1750000000000.0,0.0715,-0.01,0.22,265.0,0.039599999999999996,JUL,Annual,0.07600280000000001,2.92,2.56,143985924000000.0,45794427000000.0,79300000000000.0,33537992000000.0,12096134000000.0,7751246000000.0,57964365000000.0,16185899000000.0,79110000000000.0,51508271000000.0,27610000000000.0,16140000000000.0,7390000000000.0,68713288000000.0,49310565000000.0,75272636000000.0,-2222049000000.0,12933186000000.0,-3588168000000.0,-4508970000000.0,7.26,10600000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,27.84,-151.71,-80.71,-250.17 M,-617.54 M,-975.89 M,-1.17 B,-672.30 M,-8.56 B,+63.70 M,+897.57 M,-8557687500.0
INDF,Consumer Staples,Packaged Foods,6900.0,6.42,0.49,0.64,0.12140000000000001,4.29,-4351750000000.0,51600000000000.0,3940000000000.0,0.0715,0.04,0.22,290.0,0.042,JUL,Annual,0.09021234,4.55,1.92,231245059000000.0,63776240000000.0,61460000000000.0,54125470000000.0,12084733000000.0,20881863000000.0,101718139000000.0,50120902000000.0,129180000000000.0,86305664000000.0,42870000000000.0,24660000000000.0,9570000000000.0,106532925000000.0,50431666000000.0,124712134000000.0,-4082879000000.0,20143401000000.0,-6688594000000.0,-2419673000000.0,6.04,15790000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,34.43,-44.34,13.43,-215.01 M,-380.12 M,-2.04 B,-2.33 B,-2.62 B,-1.56 B,+5.16 B,+10.35 B,-1555865000.0
JPFA,Consumer Staples,Farm Products,2300.0,5.05,1.25,0.76,0.2918,4.7,-3906260000000.0,8090000000000.0,1200000000000.0,0.0715,0.15,0.22,140.0,0.060899999999999996,APR,Annual,0.19871580000000003,20.92,3.46,45145132000000.0,16714251000000.0,26570000000000.0,2596987000000.0,3728010000000.0,15826024000000.0,24480974000000.0,16394766000000.0,68590000000000.0,53554371000000.0,15030000000000.0,7480000000000.0,5240000000000.0,23811080000000.0,5865373000000.0,21334052000000.0,-669467000000.0,1801838000000.0,-4283337000000.0,3097772000000.0,11.17,-2104420000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,54.16,22.23,28.08,+62.47 M,+4.29 M,-355.71 M,+58.34 M,+296.28 M,+1.54 B,+2.73 B,-12.73 B,1536052000.0
LSIP,Consumer Staples,Farm Products,1575.0,5.4,0.78,,0.152,1.13,-448400000000.0,8160000000000.0,392310000000.0,0.0715,0.02,0.22,83.0,0.0527,JUL,Annual,0.1193656,15.77,5.22,16294964000000.0,12598567000000.0,11150000000000.0,8371777000000.0,17030000000.0,867355000000.0,9500254000000.0,1341322000000.0,5880000000000.0,3622190000000.0,2260000000000.0,2049999999999.9998,2060000000000.0,1976754000000.0,,14318210000000.0,-1126000000.0,2632025000000.0,-461084000000.0,-448400000000.0,1821.17,2180000000000.0002,UPTREND,ABOVE MA200,TERKONFIRMASI,47.59,53.6,67.44,-996.49 M,-2.15 B,-3.62 B,-3.39 B,-3.02 B,+4.75 B,+6.91 B,+8.18 B,4753811500.0
MIDI,Consumer Staples,Grocery Stores,264.0,10.02,1.92,0.13,0.1977,4.31,-818900000000.0,-29390000000.0,521400000000.0,0.0715,-0.18,0.22,11.85,0.0449,MAY,Annual,0.10946648999999999,23.18,4.76,9272359000000.0,3013905000000.0,8890000000000.0,533369000000.0,471689000000.0,2757047000000.0,3940975000000.0,3970362000000.0,21520000000000.0,15901004000000.0,5620000000000.0,1080000000000.0001,887810000000.0,4640704000000.0,,4631655000000.0,-45417000000.0,1749985000000.0,-1285541000000.0,-547591000000.0,23.81,931090000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,37.51,-3.39,-2.82,-4.11 M,-9.66 M,-9.66 M,-9.66 M,-30.90 M,-158.86 M,-38.05 M,-916.19 M,-158862400.0
MLBI,Consumer Staples,Beverages - Brewers,6825.0,11.18,13.01,0.09,1.2222,6.32,-216850000000.0,-384580000000.0,415940000000.0,0.0715,0.01,0.22,561.0,0.08220000000000001,MAY / JUN & NOV,Semi-Annual,0.80347428,14.09,5.09,4014827000000.0,1064173000000.0,14380000000000.0,1290928000000.0,660981000000.0,281411000000.0,2412252000000.0,2796829000000.0,3790000000000.0,1331721000000.0,2460000000000.0,1660000000000.0,1290000000000.0,2909521000000.0,,1105306000000.0,-7992000000.0,1421945000000.0,-211980000000.0,-533009000000.0,207.53,1210000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,49.81,16.06,29.87,0,-3.73 M,-3.34 M,-3.60 M,+6.59 M,+25.75 M,+367.05 M,+798.20 M,25745000.0
MYOR,Consumer Staples,Packaged Foods,1490.0,9.89,1.8,0.25,0.1962,5.59,-919620000000.0,12980000000000.0,1570000000000.0,0.0715,-0.15,0.22,60.0,0.0403,MAY,Annual,0.12558762,23.53,6.02,28525087000000.0,18389128000000.0,33259999999999.996,5600379000000.0,6588011000000.0,5303347000000.0,18574717000000.0,5597013000000.0,38810000000000.0,29495322000000.0,9310000000000.0,4160000000000.0,3410000000000.0,10079164000000.0,3240748000000.0,18445923000000.0,-517659000000.0,6564553000000.0,-795510000000.0,-5579626000000.0,8.03,5640000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,32.26,-41.18,-43.14,-105.70 M,-65.85 M,-467.62 M,-237.19 M,-288.31 M,-3.18 B,-6.54 B,-137.48 M,-3183528000.0
NSSS,Consumer Staples,Farm Products,735.0,27.07,7.95,0.7,0.3381,16.98,-155270000000.0,519059999999.99994,156770000000.0,0.0715,-0.22,0.22,10.0,0.0132,NOV,Annual,0.30195711000000003,18.27,6.37,4297847000000.0,829050000000.0,18090000000000.0,402311000000.0,34035000000.0,444795000000.0,1322410000000.0,803349000000.0,2120000000000.0,1010111000000.0,1110000000000.0,952520000000.0,668130000000.0,2023244000000.0,1076211000000.0,2274603000000.0,-139482000000.0,814376000000.0,-595998000000.0,-327344000000.0,6.83,659100000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.53,-27.93,-17.34,-58.32 M,-142.06 M,-183.80 M,-171.01 M,+120.52 M,+722.18 M,+7.16 B,+7.66 B,722184000.0
PNGO,Consumer Staples,Farm Products,3520.0,8.34,2.17,0.19,0.2802,5.86,-121690000000.0,150190000000.0,64209999999.99999,0.0715,0.12,0.22,220.0,0.0625,JUN & NOV,,0.24621174,11.94,6.33,1714968000000.0,1165269000000.0,2750000000000.0,23207000000.0,24673000000.0,209562000000.0,410323000000.0,260132000000.0,2210000000000.0,1542702000000.0,666340000000.0,441000000000.0,329900000000.0,447500000000.0,80945000000.0,1267467000000.0,-22781000000.0,383813000000.0,-105601000000.0,-261815000000.0,19.36,262130000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,49.29,8.19,6.58,0,-256000,-244000,-244000,+556000,+47000,+2.22 M,+71.08 M,47000.0
ROTI,Consumer Staples,Packaged Foods,585.0,17.25,2.06,0.62,0.1093,8.33,-100380000000.0,-152570000000.0,185650000000.0,0.0715,-0.24,0.22,80.04,0.1368,APR,Annual,-0.14862614,-6.11,2.96,3471188000000.0,706037000000.0,3290000000000.0,168660000000.0,470861000000.0,219436000000.0,929844000000.0,1082411000000.0,3760000000000.0,1841516000000.0,1920000000000.0,298860000000.0,190700000000.0,1875883000000.0,436117000000.0,1595305000000.0,-60033000000.0,472600000000.0,-102109000000.0,-546244000000.0,4.98,372220000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,48.1,-1.17,-1.45,0,+1.21 M,-2.72 M,-4.32 M,-1.66 M,-6.15 M,-92.11 M,-1.11 B,-6153000.0
TAPG,Consumer Staples,Farm Products,2050.0,10.64,3.61,0.09,0.35969999999999996,7.27,-699700000000.0,2380000000000.0,717540000000.0,0.0715,0.12,0.22,180.0,0.08779999999999999,MAY & NOV,Semi-Annual,0.04219281000000002,28.14,9.08,14823740000000.0,6614313000000.0,43080000000000.0,1706296000000.0,126557000000.0,1173834000000.0,4125880000000.0,1750029000000.0,11750000000000.0,6837948000000.0,4910000000000.0,4010000000000.0,4050000000000.0,2889990000000.0,724347000000.0,11933750000000.0,-51260000000.0,3708726000000.0,479529000000.0,-3429665000000.0,78.31,3010000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,45.15,67.37,106.05,-1.71 B,-2.34 B,-2.73 B,-2.07 B,-2.29 B,+19.93 B,+29.14 B,-2.31 B,19928355000.0
TBLA,Consumer Staples,Packaged Foods,620.0,4.25,0.39,1.97,0.0953,6.32,-1520850000000.0,2950000000000.0,822390000000.0,0.0715,0.09,0.22,47.0,0.0758,JUN,Annual,0.08752352,-0.49,1.59,31759505000000.0,7382923000000.0,3750000000000.0,529194000000.0,6400069000000.0,7141389000000.0,15928334000000.0,12979231000000.0,24010000000000.0,19943043000000.0,4070000000000.0005,2680000000000.0,883300000000.0,22076183000000.0,8109150000000.0,9683322000000.0,-1454789000000.0,-535558000000.0,-2332083000000.0,3186028000000.0,1.84,-2056400000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,43.76,-1.24,-0.68,-7.88 M,-13.49 M,-13.49 M,-7.07 M,+3.22 M,+14.46 M,-375.89 M,-299.13 M,14458000.0
TLDN,Consumer Staples,Farm Products,600.0,7.25,2.14,0.21,0.31120000000000003,4.52,154200000000.0,374050000000.0,350250000000.0,0.0715,-0.04,0.22,31.0,0.051699999999999996,MAY & OCT,Semi-Annual,0.14035120000000004,14.8,4.04,6342799000000.0,2247086000000.0,7900000000000.0,258018000000.0,55689000000.0,1150088000000.0,1914357000000.0,1540311000000.0,5590000000000.0,3644078000000.0,1940000000000.0,1290000000000.0,1090000000000.0001,2651152000000.0,229890000000.0,3691647000000.0,-43436000000.0,1196076000000.0,80731000000.0,-1295508000000.0,29.77,1350000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,49.5,12.86,17.62,-10.29 M,-17.71 M,-35.62 M,-16.63 M,-20.33 M,+370.21 M,+617.22 M,+521.00 M,370209000.0
WIIM,Consumer Staples,Tobacco,1500.0,5.33,1.34,0.08,0.2722,3.66,-271040000000.00003,1550000000000.0,80200000000.0,0.0715,-0.39,0.22,104.4,0.0696,JUN,Annual,0.16892732000000002,26.79,4.8,3395754000000.0,1767746000000.0,3070000000000.0,199617000000.0,215918000000.0,1991191000000.0,2592542000000.0,1043801000000.0,3870000000000.0,2311836000000.0,1560000000000.0,745710000000.0,574240000000.0,1100065000000.0,,2295689000000.0,-17606000000.0,490327000000.0,-254465000000.0,-323055000000.0,42.36,219290000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,40.46,-61.03,-45.37,+51.36 M,+414.91 M,+227.87 M,-474.37 M,-724.75 M,-1.65 B,-1.49 B,-1.28 B,-1647608500.0
YUPI,Consumer Staples,Confectioners,1265.0,17.54,6.31,0.44,0.25379999999999997,11.42,-29790000000.0,1280000000000.0,136919999999.99998,0.0715,,0.22,70.22,0.0547,JUL & DEC,Semi-Annual,0.015811740000000005,9.2,8.48,3149880000000.0,692157000000.0,10980000000000.0,880531000000.0,488749000000.0,455491000000.0,1857794000000.0,581945000000.0,2970000000000.0,1815727000000.0,1150000000000.0,815150000000.0,621330000000.0,1409646000000.0,761606000000.0,1740234000000.0,-48211000000.0,629476000000.0,-77866000000.0,-1324081000000.0,16.91,599680000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,37.98,-15.08,-7.19,-328000,-731000,-918000,-845000,-1.19 M,-16.02 M,+299.45 M,-595.32 M,-16025000.0
BWPT,Consumer Staples,Packaged Foods,116.0,9.47,1.25,1.53,0.14429999999999998,5.82,-347590000000.0,-619700000000.0,186390000000.0,0.0715,0.01,0.22,,,-,,,,1.33,9943233000000.0,211194000000.0,3800000000000.0,199759000000.0,163363000000.0,452923000000.0,2037447000000.0,2657147000000.0,6240000000000.0,4617885000000.0,1620000000000.0,1210000000000.0,401030000000.0,6901045000000.0,3243312000000.0,3042188000000.0,-413694000000.0,1026293000000.0,-527592000000.0,-452679000000.0,2.93,678700000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,51.0,5.85,8.04,-1.09 B,-862.47 M,-1.69 B,-1.02 B,-1.34 B,+80.24 B,+132.48 B,+133.45 B,80236992400.0
GZCO,Consumer Staples,Farm Products,183.0,9.56,0.87,0.25,,5.39,-86220000000.0,-251720000000.0,95450000000.0,0.0715,-0.02,0.22,,,-,,,54.3,0.84,2153677000000.0,-696259000000.0,1090000000000.0001,55574000000.0,16448000000.0,94493000000.0,247209000000.0,498929000000.0,842900000000.0,572999000000.0,269899999999.99997,151480000000.0,114940000000.0,898230000000.0,173727000000.0,1255447000000.0,-17457000000.0,83952000000.0,-60078000000.0,-25174000000.0,8.68,-2270000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,48.16,3.43,5.68,-55.74 M,-49.16 M,-119.40 M,+31.59 M,-12.94 M,+7.60 B,+15.79 B,+21.24 B,7598716500.0
SIMP,Consumer Staples,Packaged Foods,605.0,4.36,0.35,0.34,,2.82,-1503940000000.0,4410000000000.0,1420000000000.0,0.0715,0.2,0.22,26.0,0.043,JUL,Annual,,17.16,1.85,42347028000000.0,15700679000000.0,9530000000000.0,9014405000000.0,1263808000000.0,3797764000000.0,16362061000000.0,11956121000000.0,21290000000000.0,15805106000000.0,5480000000000.0,4210000000000.0,2190000000000.0,15149830000000.0,867533000000.0,27197198000000.0,-550735000000.0,3008726000000.0,-1638069000000.0,155273000000.0,7.65,1500000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.1,3.92,7.66,-114.53 M,-199.02 M,-280.22 M,+74.22 M,+74.22 M,+773.52 M,+2.53 B,+34.31 B,773523000.0
STAA,Consumer Staples,Farm Products,1200.0,7.63,1.9,0.24,0.2999,4.77,-250230000000.0,2420000000000.0,429230000000.0,0.0715,-0.23,0.22,75.0,0.0625,MAY & OCT,Annual,0.13612460999999998,-2.45,5.3,10039272000000.0,4084964000000.0,13020000000000.0,1379178000000.0,598210000000.0,1495671000000.0,4399020000000.0,1978793000000.0,12150000000000.0,8330793000000.0,3820000000000.0,2440000000000.0,1710000000000.0,3195537000000.0,993395000000.0,6843735000000.0,-108555000000.0,1568206000000.0,-166618000000.0,-1025802000000.0,22.45,1320000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,53.03,16.71,28.19,+22.70 M,+5.52 M,+133.67 M,+158.04 M,+73.30 M,+712.50 M,+1.91 B,+918.43 M,712496500.0
ACES,Consumer Discretionary,Specialty Retail,342.0,7.75,0.92,0.15,0.12119999999999999,3.36,-191600000000.0,5080000000000.0,160640000000.0,0.0715,0.13,0.22,32.01,0.09359999999999999,JUN,Annual,0.029475839999999993,2.03,4.74,8826928000000.0,5791809000000.0,5920000000000.0,1166703000000.0,,3873578000000.0,6372737000000.0,1288793000000.0,8910000000000.0,4971742000000.0,3940000000000.0,878860000000.0,766160000000.0,2376626000000.0,,6450302000000.0,-84816000000.0,1228204000000.0,-986414000000.0,-1172365000000.0,10.36,1040000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.77,-2.17,-0.82,-33.34 M,-84.17 M,-112.77 M,-97.64 M,-303.53 M,-578.07 M,-52.09 M,-914.22 M,-578073000.0
AUTO,Consumer Discretionary,Auto Parts,3370.0,6.72,0.94,0.03,0.15289999999999998,4.37,-533010000000.0,5600000000000.0,481420000000.0,0.0715,0.07,0.22,229.0,0.068,MAY & OCT,Semi-Annual,0.08308586000000001,31.65,3.13,23881905000000.0,12080205000000.0,16239999999999.998,4296374000000.0,2964269000000.0,2883050000000.0,11056363000000.0,5459244000000.0,21180000000000.0,17750526000000.0,3430000000000.0,1260000000000.0,2420000000000.0,6686521000000.0,142495000000.0,17195384000000.0,-33122000000.0,1612079000000.0,174630000000.0,-1364817000000.0,37.98,1080000000000.0001,UPTREND,ABOVE MA200,TERKONFIRMASI,70.65,100.61,121.46,0,+21.24 M,+166.78 M,+142.75 M,+49.95 M,+3.70 B,+6.29 B,+5.55 B,3703003000.0
EAST,Consumer Discretionary,Lodging,89.0,11.08,0.8,0.01,0.0711,7.7,-9230000000.0,2670000000.0,6600000000.0,0.0715,-0.27,0.22,7.8,0.0876,APR / JUN & DEC / JAN,Semi-Annual,-0.03160394999999999,22.26,9.36,484881000000.0,10150000000.0,367250000000.0,9067000000.0,1790000000.0,562340000.0,16617000000.0,13943000000.0,95060000000.0,24105000000.0,70950000000.0,40330000000.0,33140000000.0,26146000000.0,,458736000000.0,-785800000.0,40620000000.0,-1073000000.0,-45861000000.0,51.33,31390000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,41.93,-0.32,-0.24,0,0,-1.68 M,-1.68 M,-1.68 M,+56400,+2.37 M,-6.74 M,56400.0
ERAA,Consumer Discretionary,Specialty Retail,610.0,6.97,0.89,0.73,0.1551,4.5,-835000000000.0,3820000000000.0,609660000000.0,0.0715,0.36,0.22,25.0,0.040999999999999995,JUN,Annual,0.12215676,7.09,3.88,29348808000000.0,7236480000000.0,9780000000000.0,1312397000000.0,1320864000000.0,12811512000000.0,18275715000000.0,14453188000000.0,84460000000000.0,75343711000000.0,9110000000000.0,2520000000000.0,1410000000000.0,18404218000000.0,2344922000000.0,10944590000000.0,-627514000000.0,7000281000000.0,-947755000000.0,-6896090000000.0,4.01,6170000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,67.04,41.31,41.73,-781.32 M,-781.32 M,-166.10 M,+6.41 B,+5.79 B,+65.43 B,+84.86 B,+82.44 B,65434507900.0
KDSI,Consumer Discretionary,Packaging & Containers,458.0,11.66,0.93,0.24,0.0812,5.69,-37490000000.0,380260000000.0,51220000000.0,0.0715,-0.1,0.22,20.0,0.0437,JUN,Annual,0.04008032,-1.71,3.37,1426078000000.0,594484000000.0,741960000000.0,80914000000.0,343573000000.0,432960000000.0,892967000000.0,512710000000.0,2190000000000.0,1881944000000.0,310190000000.0,97800000000.0,63640000000.0,628354000000.0,55417000000.0,797725000000.0,-20555000000.0,39700000000.0,-52709000000.0,65323000000.0,4.76,2210000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,47.31,-0.1,1.78,0,+148800,+118000,-870200,-870200,-701600,-1.07 M,-1.03 M,-701600.0
LPIN,Consumer Discretionary,Auto Parts,428.0,5.7,0.52,,0.0928,2.72,-724580000.0,183300000000.0,1200000000.0,0.0715,-0.26,0.22,45.0,0.1051,MAY / JUN,Annual,0.0379552,6.61,5.47,386861000000.0,255858000000.0,183600000000.0,87548000000.0,53529000000.0,45957000000.0,206969000000.0,23671000000.0,175240000000.0,118032000000.0,57210000000.0,30440000000.0,32159999999.999996,33860000000.0,,353001000000.0,,28644000000.0,35032000000.0,-19005000000.0,,27920000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,50.15,2.65,3.17,-558400,-966200,-966200,-863200,-863200,+592600,+1.46 M,-94.46 M,592600.0
