Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,Debt / Equity Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%),Altman Z-Score,Total Assets,Retained Earnings,Market Cap,Cash & Equivalents,Account Receivable,Inventory,Total Current Asset,Total Current Liabilities,Revenue,Cost of Revenue,Gross Profit,EBIT,Net Income,Total Liabilities,Long Term Liabilities,Shareholders Equity,Interest Expense,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Interest Coverage Ratio,Free Cash Flow,Trend (MA),MA200 Status,Sinyal Teknikal,RSI (14),MACD Line,MACD Signal,Flow 1D,Flow 2D,Flow 3D,Flow 4D,Flow 1W,Flow 1M,Flow 3M,Flow 6M,Flow 1M Raw
CTRA,Real Estate,Real Estate - Development,570.0,4.11,0.38,0.29,0.10039999999999999,3.05,-471130000000.0,14400000000000.0,535870000000.0,0.0715,0.14,0.22,36.0,0.0632,JUN,Annual,0.08270952,7.79,1.85,46623520000000.0,16269931000000.0,10380000000000.0,8602401000000.0,640676000000.0,12968412000000.0,25609470000000.0,11207086000000.0,11930000000000.0,6288805000000.0,5640000000000.0,3520000000000.0,2520000000000.0,19246061000000.0,6937524000000.0,27377459000000.0,-532993000000.0,148466000000.0,-1249453000000.0,-494015000000.0,6.6,-322670000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.37,-8.94,-0.51,+56.68 M,-98.28 M,-837.54 M,-894.39 M,-937.82 M,-912.64 M,-299.81 M,-3.64 B,-912637500.0
DMAS,Real Estate,Real Estate - Development,185.0,5.84,1.3,0.0,0.2354,4.69,-82160000000.0,5150000000000.0,45780000000.0,0.0715,0.17,0.22,29.0,0.1568,MAY / JUN,Annual,,16.89,4.06,8790484000000.0,1807272000000.0,9110000000000.0,2085030000000.0,,4469553000000.0,6804302000000.0,1650127000000.0,2500000000000.0,788092000000.0,1710000000000.0,1450000000000.0,1560000000000.0,1778971000000.0,,7011513000000.0,-15201000000.0,1543458000000.0,-54325000000.0,-971070000.0,95.68,1460000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,51.07,6.45,9.35,-435.56 M,-710.12 M,-1.31 B,+379.35 M,-84.83 M,+33.72 B,+53.43 B,+55.49 B,33720405400.0
DUTI,Real Estate,Real Estate - Development,4800.0,14.08,0.67,0.0,0.063,8.46,-5030000000.0,5580000000000.0,33460000000.0,0.0715,0.06,0.22,480.0,0.1,GA NENTU,,,-0.91,2.74,16849864000000.0,8879995000000.0,8880000000000.0,3629034000000.0,23966000000.0,4000830000000.0,8743735000000.0,3162788000000.0,2970000000000.0,992970000000.0,1970000000000.0,942150000000.0,630510000000.0,3661515000000.0,,13188350000000.0,-116038000000.0,38873000000.0,-888046000000.0,738224000000.0,8.12,33840000000.000004,UPTREND,ABOVE MA200,TERKONFIRMASI,79.54,69.64,89.39,0,0,+33000,+33000,+33000,+136000,+1.25 M,+2.69 M,136000.0
PWON,Real Estate,Real Estate - Diversified,266.0,5.78,0.48,0.22,0.1003,4.68,-297920000000.0,7620000000000.0,788350000000.0,0.0715,0.21,0.22,13.0,0.0489,JUL,Annual,0.0720154,9.9,2.42,37695717000000.0,21311715000000.0,12810000000000.0,4461085000000.0,112718000000.0,4996815000000.0,11382688000000.0,3763209000000.0,7110000000000.0,3071464000000.0,4040000000000.0,2970000000000.0,2220000000000.0,10798964000000.0,5937498000000.0,26896753000000.0,-326275000000.0,3074783000000.0,-4608659000000.0,-1277846000000.0,9.09,2780000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.38,0.24,1.61,0,-25.40 M,-123.25 M,-90.24 M,-155.80 M,+508.78 M,+3.57 B,-3.74 B,508783200.0
RDTX,Real Estate,Real Estate Services,13475.0,8.66,1.05,,,6.18,-21830000000.0,637940000000.0,679270000.0,0.0715,0.2,0.22,478.0,0.0355,JUN / JUL & DEC,Semi-Annual,,16.34,,3843123000000.0,3346078000000.0,3620000000000.0,770906000000.0,22743000000.0,,,,600370000000.0,,402500000000.0,370220000000.0,417240000000.0,389099000000.0,,3454024000000.0,,508016000000.0,-38129000000.0,,,486180000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,51.07,-98.44,-110.94,0,+225000,+205000,+207500,+207500,-40.06 M,-40.04 M,-84.87 M,-40065000.0
SMRA,Real Estate,Real Estate - Development,264.0,7.43,0.27,0.92,0.0678,6.77,-207950000000.0,1430000000000.0,400300000000.0,0.0715,0.28,0.22,5.0,0.0189,JUN,Annual,0.05091102,11.62,0.89,41303952000000.0,9022210000000.0,4420000000000.0,4838797000000.0,237113000000.0,11231096000000.0,17653615000000.0,16220045000000.0,8439999999999.999,4233374000000.0,4200000000000.0,2410000000000.0,595430000000.0,24913125000000.0,5566096000000.0,16390827000000.0,-1166423000000.0,1460341000000.0,-4332269000000.0,3966413000000.0,2.07,1250000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,22.67,-12.02,-4.51,-104.58 M,-1.05 B,-3.94 B,-3.86 B,-3.86 B,-11.67 B,-10.82 B,-13.51 B,-11669553000.0
SSIA,Industrials,Engineering & Construction,1625.0,38.39,0.93,0.29,,13.2,-1542290000000.0,1260000000000.0,193340000000.0,0.0715,0.83,0.22,5.0,0.0031,JUN,Annual,,,2.17,13025799000000.0,3229943000000.0,7900000000000.0,1093013000000.0,1730909000000.0,391879000000.0,3537391000000.0,2274043000000.0,5660000000000.0,4132994000000.0,1530000000000.0,682760000000.0,205530000000.0,4544354000000.0,1648695000000.0,8481445000000.0,-147610000000.0,40003000000.0,-1572107000000.0,938208000000.0,4.63,-1502290000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,35.13,-18.82,2.73,-590.47 M,-1.35 B,-1.30 B,-1.24 B,-1.24 B,-4.91 B,+29.12 B,+59.93 B,-4905698500.0
BUKA,Consumer Discretionary,Internet Retail,107.0,5.52,0.4,0.0,0.0782,,-17380000000.0,18870000000000.0,15830000000.0,0.0715,0.21,0.22,,,-,,,,15.6,24879815000000.0,-7934993000000.0,9830000000000.0,14249893000000.0,322348000000.0,277291000000.0,19319656000000.0,450671000000.0,7410000000000.0,6848648000000.0,566020000000.0,-2591650000000.0,1860000000000.0,573356000000.0,,24306458000000.0,-12070000000.0,351855000000.0,-2954160000000.0,-973082000000.0,-214.71,334470000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,45.07,-1.95,-1.57,0,+186.57 M,-136.46 M,+12.00 M,-87.71 M,+1.22 B,+5.60 B,+1.86 B,1216616000.0
EMTK,Communication Services,Broadcasting,450.0,12.63,0.55,0.06,0.0758,9.39,-667730000000.0,25880000000000.0,754120000000.0,0.0715,0.33,0.22,10.0,0.0222,NOV,Semi-Annual,0.055167240000000006,,5.76,59875434000000.0,14424221000000.0,28390000000000.0,19853466000000.0,3261454000000.0,1963721000000.0,32631655000000.0,6746702000000.0,21120000000000.0,15708732000000.0,5410000000000.0,1330000000000.0,2240000000000.0,7898473000000.0,,51976961000000.0,-172742000000.0,3221573000000.0,-6540844000000.0,-357803000000.0,7.68,2550000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,31.01,-14.86,-9.16,-494.34 M,-610.51 M,-2.87 B,-2.60 B,-2.80 B,-4.26 B,-4.04 B,-13.26 B,-4255431000.0
GOTO,Technology,Software - Infrastructure,50.0,28813.31,1.84,0.28,-0.0116,,-313900000000.0,19260000000000.0,63300000000.0,0.0715,0.45,0.22,,,-,,,,-3.38,47476833000000.0,-214737614000000.0,53300000000000.0,23464625000000.0,4180358000000.0,63919000000.0,31221418000000.0,11963536000000.0,20760000000000.0,8306567000000.0,12450000000000.0,575230000000.0,1850000000.0,18495889000000.0,6220973000000.0,28980944000000.0,-670413000000.0,2643487000000.0,-30294000000.0,2821575000000.0,0.86,2330000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,38.4,-0.0,-0.0,0,0,0,0,0,0,0,-65.73 B,0.0
MSTI,Technology,Information Technology Services,1350.0,7.6,1.95,0.05,0.2681,4.62,14720000000.0,2049999999999.9998,68930000000.0,0.0715,-0.29,0.22,122.0,0.0904,JUN,Semi-Annual,0.08399573,7.71,6.59,3160162000000.0,1485664000000.0,4240000000000.0,932279000000.0,877661000000.0,773303000000.0,2897264000000.0,846420000000.0,5490000000000.0,4501715000000.0,984040000000.0,668120000000.0,557750000000.0,990801000000.0,21583000000.0,2169361000000.0,-8924000000.0,628296000000.0,45241000000.0,-396598000000.0,74.87,643020000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,51.13,6.58,9.18,0,-4.75 M,+7.90 M,+1.23 M,+5.95 M,+305.42 M,+313.49 M,-139.40 M,305423000.0
MTDL,Technology,Electronics & Computer Distribution,500.0,7.37,0.95,0.52,0.1957,6.15,-10520000000.0,5620000000000.0,32920000000.0,0.0715,0.2,0.22,24.0,0.048,MAY,Annual,,10.37,3.55,15284097000000.0,4193192000000.0,6140000000000.0,1269398000000.0,4577326000000.0,6764880000000.0,14135267000000.0,8511547000000.0,29130000000000.0,26753501000000.0,2380000000000.0,1560000000000.0,833410000000.0,8834783000000.0,109013000000.0,6449314000000.0,-102323000000.0,-1713826000000.0,23997000000.0,1955717000000.0,15.23,-1724350000000.0,DOWNTREND,BELOW MA200,DEATH CROSS 🩸,41.45,-2.65,-0.75,0,+5.03 M,-24.68 M,-24.68 M,-35.37 M,-22.32 M,+115.62 M,+77.87 M,-22324500.0
PTSN,Technology,Electronic Components,380.0,9.59,0.88,0.22,0.0956,4.24,-680460000000.0,273450000000.0,297620000000.0,0.0715,0.43,0.22,5.22,0.0137,JUN,Annual,0.07902296,Negatif/Deklinasi,,255470000.0,66370000.00000001,2049999999999.9998,2920000.0,64269999.99999999,40450000.0,112930000.0,97650000.0,5630000000000.0,283360000.0,561470000000.0,293100000000.0,213860000000.0,125640000.0,21250000.0,129830000.00000001,-1610000.0,30260000.0,-37900000.0,-730000.0,10.2,-139060000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,58.27,33.21,29.83,-7.57 M,-28.66 M,-963.70 M,-1.04 B,-1.66 B,+6.74 B,+6.85 B,+6.63 B,6738233200.0
WIRG,Technology,Information Technology Services,68.0,10.85,0.89,0.15,0.0755,6.98,-67099999.99999999,382270000000.0,35640000000.0,0.0715,0.69,0.22,,,-,,,22.17,3.67,1525607000000.0,342157000000.0,835700000000.0,70615000000.0,672928000000.0,794260000.0,863492000000.0,481226000000.0,2400000000000.0,2112085000000.0,290370000000.0,101020000000.0,77010000000.0,586024000000.0,81572000000.0,939584000000.0,-15959000000.0,15723000000.0,-31994000000.0,-5996000000.0,6.33,15660000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,43.26,1.44,2.94,-248.86 M,-649.24 M,-1.43 B,-1.43 B,-2.02 B,+6.32 B,+16.20 B,+14.98 B,6324047400.0
CBDK,Real Estate,Real Estate Services,3620.0,8.24,1.54,0.02,0.20879999999999999,7.87,-236730000000.0,3820000000000.0,68150000000.00001,0.0715,,0.22,5.0,0.0014000000000000002,MAY,,,71.42,3.3,22220999000000.0,3904949000000.0,20770000000000.0,3425900000000.0,6707000000.0,6926734000000.0,11377102000000.0,7555753000000.0,3510000000000.0,740602000000.0,2770000000000.0,2550000000000.0,2530000000000.0,8750857000000.0,172459000000.0,13470142000000.0,-22103000000.0,178409000000.0,-945591000000.0,-356718000000.0,115.57,-58320000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.31,-27.73,12.03,-42.91 M,-103.96 M,+221.67 M,+105.55 M,+96.86 M,+1.75 B,+4.35 B,+309.29 M,1747977000.0
CDIA,Utilities,Utilities - Regulated Electric,615.0,62.94,4.0,0.69,0.0692,33.39,-3755310000000.0,11010000000000.0,,0.0715,,0.22,2.68,0.0042,MAY,Semi-Annual,0.020123359999999996,,,1933000000.0,98910000.0,79220000000000.0,420330000.0,19090000.0,3130000.0,677390000.0,62080000.0,2920000000000.0,,626370000000.0,290510000000.0,1260000000000.0,826280000.0,753650000.0,1107000000.0,-37390000.0,-6010000.0,-521669999.99999994,613650000.0,0.43,-3862840000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,34.21,-13.47,-5.48,-527.59 M,-883.89 M,-1.03 B,-824.52 M,-1.14 B,-3.57 B,+12.06 B,+116.52 B,-3569521000.0
JKON,Industrials,Conglomerates,83.0,4.93,0.4,0.02,0.08539999999999999,2.82,-58570000000.0,1350000000000.0,39330000000.0,0.0715,0.15,0.22,2.0,0.0241,JUN,Annual,0.06912275999999999,,2.93,4607156000000.0,2431579000000.0,1370000000000.0,364202000000.0,1419888000000.0,458638000000.0,2453852000000.0,1108272000000.0,4720000000000.0,4050445000000.0,671450000000.0,224240000000.0,278040000000.0,1207102000000.0,44070000000.0,3400054000000.0,-6271000000.0,163774000000.0,-38429000000.0,-116948000000.0,35.76,105210000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,46.5,0.4,1.24,-6.22 M,+3.49 M,-40.17 M,-48.10 M,-42.40 M,+66.88 M,+12.79 B,+13.20 B,66882300.0
JSMR,Industrials,Infrastructure Operations,2770.0,5.5,0.32,1.24,0.0824,8.81,-127040000000.0,-9978900000000.0,3150000000000.0,0.0715,0.22,0.22,156.23,0.0564,MAY,Annual,0.057127920000000006,18.01,0.71,163213860000000.0,30228056000000.0,20320000000000.0,7081876000000.0,,180523000000.0,10150282000000.0,20129185000000.0,29050000000000.0,16205711000000.0,12850000000000.0,9720000000000.0,3700000000000.0,99983671000000.0,69292111000000.0,63230189000000.0,-3582505000000.0,7470838000000.0,-11827428000000.0,4965488000000.0,2.71,7340000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,39.64,2.85,28.6,-36.31 M,-293.41 M,-53.57 M,-13.08 M,-123.36 M,+896.20 M,-1.21 B,+10.30 B,896195000.0
PGAS,Utilities,Utilities - Regulated Gas,1470.0,8.8,0.58,0.29,0.1009,2.8,-3357040000000.0,17750000000000.0,,0.0715,0.09,0.22,182.08,0.12390000000000001,JUN,Annual,-0.01148241999999999,0.0,,6202000000.0,3022000000.0,36360000000000.0,1360000000.0,387350000.0,157180000.0,2088000000.0,1041000000.0,66769999999999.99,,12090000000000.0,9160000000000.0,4130000000000.0,2474000000.0,550150000.0,3728000000.0,-50400000.0,499550000.0,-118900000.0,-559280000.0,10.73,5110000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.61,-7.12,-0.12,-589.28 M,+22.00 M,-1.23 B,-2.62 B,-3.08 B,-3.46 B,-1.67 B,-30.40 B,-3455573000.0
PGEO,Utilities,Utilities - Renewable,1065.0,16.7,1.23,0.37,0.0751,7.34,-1687110000000.0,11930000000000.0,18690000000.0,0.0715,-0.77,0.22,53.09,0.0499,JUN,Annual,-0.05666295,Negatif/Deklinasi,,2967000000.0,287210000.0,44200000000000.0,656630000.0,170910000.0,28310000.0,865490000.0,198350000.0,8279999999999.999,,4320000000000.0005,3740000000000.0,2650000000000.0,961180000.0,721580000.0,2006000000.0,-30830000.0,321880000.0,-92480000.0,-293730000.0,6.78,4070000000000.0005,UPTREND,ABOVE MA200,TERKONFIRMASI,57.31,6.52,4.34,+168.61 M,+86.65 M,+177.19 M,+316.20 M,+161.93 M,-1.07 B,+14.33 B,+8.57 B,-1070069500.0
POWR,Utilities,Utilities - Independent Power Producers,940.0,12.42,1.22,0.49,0.0987,5.21,-1120870000000.0,6620000000000.0,1150000000000.0,0.0715,0.07,0.22,74.99,0.07980000000000001,MAY & DEC,Semi-Annual,0.001964129999999992,Negatif/Deklinasi,,1192000000.0,296490000.0,15460000000000.0,123950000.0,58700000.0,66349999.99999999,430730000.0,60550000.0,9960000000000.0,,4410000000000.0,1980000000000.0,1240000000000.0,486250000.0,343570000.0,705530000.0,-20350000.0,140590000.0,-117890000.0,-71190000.0,5.43,1390000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,52.53,43.73,50.32,-293.84 M,-760.77 M,-657.55 M,-350.52 M,-257.45 M,+3.22 B,+6.90 B,+6.20 B,3216159500.0
NRCA,Industrials,Engineering & Construction,560.0,7.28,1.03,0.25,0.1482,3.86,-8860000000.0,1080000000000.0001,15510000000.0,0.0715,-0.15,0.22,40.0,0.07139999999999999,MAY,Annual,0.07113599999999999,29.64,3.2,2884397000000.0,759909000000.0,1400000000000.0,583017000000.0,1843583000000.0,788360000.0,2466575000000.0,1386155000000.0,3610000000000.0,3193711000000.0,418920000000.0,278540000000.0,192010000000.0,1524667000000.0,12901000000.0,1359730000000.0,-24976000000.0,62691000000.0,-94410000000.0,28594000000.0,11.15,53830000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,50.69,7.38,10.23,0,-145.60 M,-443.60 M,+1.48 B,+1.48 B,+1.48 B,+5.00 B,+5.96 B,1477018500.0
ASSA,Industrials,Rental & Leasing Services,590.0,5.36,0.65,1.29,0.1816,3.4,-352840000000.0,-34270000000.000004,823540000000.0,0.0715,0.34,0.22,50.0,0.0848,JUN,Semi-Annual,0.10055192,25.07,1.63,9015924000000.0,1339825000000.0,2210000000000.0,1124492000000.0,907497000000.0,158359000000.0,2422130000000.0,2456397000000.0,6220000000000.0,4155520000000.0,2060000000000.0,986030000000.0,413420000000.0,5620654000000.0,2781641000000.0,3395270000000.0,-289445000000.0,1097842000000.0,-534067000000.0,-359331000000.0,3.41,745000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,37.89,-8.75,-4.28,-44.44 M,-3.85 M,-82.84 M,-48.64 M,-3.45 M,-895.72 M,-669.24 M,-3.18 B,-895724000.0
HAIS,Industrials,Marine Shipping,180.0,6.8,0.58,0.68,0.0888,5.43,-443760000000.0,67580000000.0,71090000000.0,0.0715,0.1,0.22,15.37,0.08539999999999999,APR,Annual,0.05617488000000001,11.57,1.59,1579537000000.0,402061000000.0,483230000000.0,84315000000.0,195237000000.0,22105000000.0,344245000000.0,276669000000.0,818060000000.0,626166000000.0,191900000000.0,111760000000.0,71100000000.0,747992000000.0,453861000000.0,831545000000.0,-29957000000.0,211897000000.0,-459191000000.0,227074000000.0,3.73,-231860000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,41.08,0.01,0.73,-5.05 M,-5.48 M,-5.11 M,-4.81 M,-5.93 M,+13.61 M,+28.01 M,-260400,13607200.0
IPCC,Industrials,Integrated Freight & Logistics,1095.0,8.17,1.54,0.36,0.1912,3.8,-3030000000.0,900150000000.0,-33450000000.000004,0.0715,0.17,0.22,95.11,0.08689999999999999,JUN & DEC,Semi-Annual,0.05713056,32.57,3.53,2045844000000.0,375149000000.0,2009999999999.9998,1110987000000.0,83523000000.0,,1218683000000.0,318530000000.0,927910000000.0,546216000000.0,381690000000.0,311730000000.0,245950000000.0,739396000000.0,,1306448000000.0,-35669000000.0,366779000000.0,-1021000000.0,-217141000000.0,8.74,363750000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,28.56,-15.99,-12.76,-7.27 M,-9.97 M,-18.16 M,-14.39 M,-28.26 M,-56.94 M,-145.04 M,-147.72 M,-56937500.0
IPCM,Industrials,Marine Shipping,290.0,8.78,1.16,0.03,0.129,3.18,-26670000000.0,637160000000.0,14320000000.0,0.0715,0.1,0.22,24.32,0.0839,JUN & DEC,Semi-Annual,0.03623610000000001,5.02,4.44,1754355000000.0,478110000000.0,1530000000000.0,546829000000.0,356451000000.0,24537000000.0,1063983000000.0,426828000000.0,1490000000000.0,1095462000000.0,395020000000.0,219530000000.0,174450000000.0,428788000000.0,,1325567000000.0,-8423000000.0,379038000000.0,-26671000000.0,-262651000000.0,26.06,352370000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,32.61,-3.94,-4.07,0,0,0,+1.19 M,+232400,-55.28 M,-161.34 M,-168.58 M,-55285000.0
MAHA,Industrials,Trucking,148.0,6.62,1.33,0.31,0.2076,3.28,-180410000000.0,422660000000.0,70690000000.0,0.0715,0.24,0.22,12.0,0.08109999999999999,MAY,Annual,0.09773808,-2.03,3.8,2840478000000.0,652572000000.0,2460000000000.0,270881000000.0,706991000000.0,68717000000.0,1055810000000.0,633153000000.0,3340000000000.0,2641254000000.0,701350000000.0,551690000000.0,371760000000.0,994582000000.0,35833000000.0,1845897000000.0,-49033000000.0,672867000000.0,-154282000000.0,-518892000000.0,11.25,492460000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,55.44,0.46,0.41,-23.72 M,+34.44 M,+851.75 M,+851.75 M,+847.78 M,+819.63 M,+975.98 M,+667.54 M,819635000.0
NELY,Industrials,Marine Shipping,204.0,,0.54,0.21,-0.0241,6.81,-70580000000.0,228100000000.0,89420000000.0,0.0715,0.2,0.22,25.0,0.1226,JUN & DEC,Semi-Annual,,,3.33,1113545000000.0,613025000000.0,470000000000.0,48073000000.0,22734000000.0,28084000000.0,329660000000.0,101560000000.0,283270000000.0,272069000000.0,11210000000.0,-16440000000.000002,-23270000000.0,235920000000.0,131070000000.0,877625000000.0,-17865000000.0,110724000000.0,-119957000000.0,-80346000000.0,-0.92,40140000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.27,-0.17,1.02,+3.50 M,-10.24 M,-11.75 M,-12.30 M,-13.47 M,+195.37 M,+182.09 M,+81.05 M,195367800.0
SMDR,Industrials,Marine Shipping,402.0,6.69,0.47,0.67,0.1033,2.79,-1853730000000.0,7050000000000.0,730440000000.0,0.0715,0.17,0.22,12.0,0.029900000000000003,JUL,Semi-Annual,0.08276396000000001,Negatif/Deklinasi,1.9,1482000000.0,545790000.0,6620000000000.0,370100000.0,148130000.0,5830000.0,694750000.0,300700000.0,15110000000000.0,695020000.0,2670000000000.0,1670000000000.0,988720000000.0,694200000.0,260910000.00000003,787780000.0,-32080000.0,162080000.0,-130880000.0,-29220000.0,2.91,1050000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,78.65,24.25,21.95,-51.12 M,+704.04 M,+580.63 M,+772.81 M,+772.81 M,+6.49 B,+6.90 B,+6.48 B,6488468200.0
TEBE,Industrials,Infrastructure Operations,2020.0,21.36,2.56,,0.1165,10.73,-3270000000.0,467900000000.0,58640000000.0,0.0715,0.1,0.22,156.0,0.07719999999999999,-,Semi-Annual,-0.07015630000000002,-5.3,27.47,1094844000000.0,623920000000.0,2670000000000.0,433413000000.0,27465000000.0,10638000000.0,507467000000.0,39564000000.0,489160000000.0,316010000000.0,173150000000.0,150770000000.0,125120000000.0,50952000000.0,,1043893000000.0,-26530000.0,128331000000.0,6588000000.0,-200460000000.0,5683.77,125060000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,69.0,151.99,136.32,-1.28 B,-1.28 B,+6.11 B,+27.84 B,+27.71 B,+27.11 B,+67.95 B,+67.66 B,27106140000.0
TMAS,Industrials,Marine Shipping,145.0,12.77,2.5,0.58,0.2214,8.07,-1344760000000.0,172040000000.0,313160000000.0,0.0715,-0.14,0.22,4.0,0.0276,MAY,Annual,,-1.14,3.75,5996884000000.0,3053198000000.0,8359999999999.999,381401000000.0,459031000000.0,234317000000.0,1196480000000.0,1024439000000.0,4960000000000.0,3927448000000.0,1030000000000.0,865420000000.0,654590000000.0,2646490000000.0,1459081000000.0,3350394000000.0,-97264000000.0,1005580000000.0,-1329696000000.0,289102000000.0,8.9,-339180000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,59.1,3.79,4.54,-6.41 M,+29.60 M,+22.37 M,+28.86 M,+27.27 M,+151.34 M,+622.20 M,+868.97 M,151336100.0
TPMA,Industrials,Marine Shipping,468.0,7.94,0.64,0.84,0.08779999999999999,4.83,-994270000000.0,-33520000000.000004,468750000000.0,0.0715,0.52,0.22,42.0,0.0897,MAY,Annual,0.02301237999999999,Negatif/Deklinasi,1.56,277490000.0,73150000.0,1640000000000.0,9960000.0,25810000.0,3620000.0,42830000.0,44710000.0,2180000000000.0002,94430000.0,493810000000.0,346050000000.0,205700000000.0,134039999.99999999,87880000.0,143450000.0,-7520000.0,29250000.0,-55880000.0,20970000.0,2.57,-471050000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.83,2.92,5.6,0,-10.19 M,-10.19 M,-8.85 M,-21.40 M,+70.65 M,+433.28 M,-3.06 B,70651400.0
BBRM,Industrials,Marine Shipping,116.0,8.82,1.22,0.15,0.149,6.76,-80170000000.0,365530000000.0,31280000000.0,0.0715,0.59,0.22,,,-,,,Negatif/Deklinasi,4.24,55130000.0,-57780000.0,1030000000000.0,13640000.0,2960000.0,110000.0,22640000.0,2200000.0,242960000000.0,6810000.0,121120000000.0,104470000000.0,117290000000.0,7850000.0,5630000.0,47280000.0,-320000.0,7140000.0,-3850000.0,-1290000.0,18.23,47640000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.18,0.87,1.44,-58.24 M,+50.63 M,+50.63 M,+50.63 M,+37.08 M,+846.41 M,+3.42 B,+5.34 B,846406900.0
BOAT,Energy,Oil & Gas Drilling,139.0,13.03,1.13,0.36,0.0863,6.73,-98270000000.0,4050000000.0,42510000000.0,0.0715,,0.22,,,-,,,,2.67,35580000.0,10290000.0,483230000000.0,490000.0,3350000.0,220000.0,5310000.0,5080000.0,311470000000.0,13590000.0,68310000000.0,50510000000.0,37140000000.0,11730000.0,6560000.0,23840000.0,-550000.0,7230000.0,-5420000.0,-1650000.0,5.15,31020000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,52.68,0.67,1.36,+1.68 M,-1.51 M,+794300,+794300,+29.31 M,+54.44 M,+1.11 B,+1.70 B,54441500.0
BULL,Industrials,Marine Shipping,392.0,4.51,1.34,0.6,0.3529,5.08,-1176780000000.0,-120770000000.0,350710000000.0,0.0715,1.19,0.22,,,-,,,,1.32,461340000.0,-158160000.0,6260000000000.0,18850000.0,29090000.0,8740000.0,82370000.0,89120000.0,3650000000000.0,117030000.0,1560000000000.0,1390000000000.0,1360000000000.0,199490000.0,108290000.0,261850000.00000003,-8710000.0,73750000.0,-97130000.0,38690000.0,8.91,142500000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.39,-8.43,-2.65,-2.77 B,+5.95 B,+5.95 B,-3.12 B,-6.13 B,-34.20 B,+64.25 B,+210.70 B,-34195923200.0
DCII,Real Estate,Real Estate Services,201775.0,430.63,101.51,0.54,0.26739999999999997,282.39,-2413720000000.0,39500000000.0,307560000000.0,0.0715,0.29,0.22,,,-,,,33.64,104.82,8016886000000.0,3938501000000.0,480980000000000.0,322516000000.0,703610000000.0,14038000000.0,1072220000000.0,1032722000000.0,2980000000000.0,1441430000000.0,1540000000000.0,1400000000000.0,1120000000000.0,3278777000000.0,2180770000000.0,4738109000000.0,-119054000000.0,1485664000000.0,-2927157000000.0,1255931000000.0,11.79,-928060000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,53.77,179.03,265.57,0,-122500,+4.80 M,+6.83 M,+4.90 M,+1.84 M,+84.18 M,+48.81 M,1845000.0
DSSA,Energy,Thermal Coal,1000.0,41.76,3.95,0.67,0.1555,23.08,-7065350000000.0,18050000000000.0,1310000000000.0,0.0715,-1.0,0.22,,,-,,,Negatif/Deklinasi,10.15,4596000000.0,2491000000.0,158600000000000.0,493430000.0,254940000.0,128830000.00000001,1911000000.0,846180000.0,46560000000000.0,1860000000.0,15030000000000.0,6240000000000.0,3940000000000.0,2228000000.0,1345000000.0,2368000000.0,-76400000.0,194810000.0,-968560000.0,312650000.0,4.82,-3763120000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.97,11.01,33.84,-6.04 B,-12.64 B,-24.78 B,-16.25 B,-16.25 B,-43.45 B,+338.58 B,+709.47 B,-43454863000.0
